sequence_id,listing_title,ai_yoast_description,ai_wp_excerpt,listing_category,website,short_description,email,phone,address,address_2,city,state,zip_code,country,continent,time_zone,ein,donate,events_page,blog,shop,rss,description,facebook,youtube,instagram,linkedin_profile,x__twitter,itunes,google_play,spotify,guidestar,charity_navigator,propublica,cause_iq,great_nonprofits,giveorg,charity_watchdog,listing_tags,fee_id,location
,Disability Resources and Services - Gateway Community College - Washington Campus,"<section>
    <h3>Disability Resources and Services - Gateway Community College - Washington Campus: Your Partner in Vision Accessibility</h3>
    <p>
        <a href=""https://www.gatewaycc.edu/disability-resources"" rel=""noopener"">Disability Resources and Services</a> at Gateway Community College – Washington Campus is dedicated to supporting students with disabilities. Furthermore, it offers a range of services and resources designed to promote academic success and foster an inclusive learning environment. The primary mission revolves around ensuring equal opportunities for all students, regardless of their abilities.
    </p>
    <p>
        Therefore, the organization focuses on empowering students with visual impairments through a variety of support systems. These systems aim to remove barriers and facilitate a seamless educational experience.  Moreover, the college is committed to creating a welcoming and accessible campus.
    </p>
    <p>
        Additionally, the services provided by the organization are crucial for students. These services include assistive technology, accommodations, and academic support. However, the ultimate goal is to enable students to achieve their full potential. Consequently, the services are designed to promote independence.
    </p>
    <p>
        In addition to academic assistance, Disability Resources and Services fosters a community where students feel valued and supported. Furthermore, it advocates for disability awareness and inclusion within the college. Likewise, the organization works closely with faculty and staff to ensure the needs of students are met.
    </p>
    <p>
        Ultimately, the organization is a pivotal resource for students. It offers valuable support and fosters an inclusive campus climate.
    </p>
    <p>
        Learn more at <a href=""https://www.gatewaycc.edu/disability-resources"" rel=""noopener"">https://www.gatewaycc.edu/disability-resources</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
    </p>
</section>
","Disability Resources and Services at Gateway Community College provides resources and support for students with disabilities. We are committed to fostering an inclusive learning environment for people with low vision. Explore our site to learn about accommodations, services, and how we can help you succeed.
",Education,https://www.gatewaycc.edu/disability-resources,,DRS@gatewaycc.edu,602-286-8171,108 N. 40th Street,IE1202,Phoenix,Arizona,85034,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Gateway Community College - Washington Campus,Phoenix,Arizona,AZ",2,"Phoenix, Arizona"
,Disability Resources and Services - Glendale Community College,"<section>
 <h3>Disability Resources and Services at Glendale Community College: Your Path to Success</h3>
 <p>
 Navigating higher education can present unique challenges, particularly for students with disabilities. <a href=""https://www.gccaz.edu/disability-services"">Disability Resources and Services (DRS) at Glendale Community College</a> recognizes these challenges and is dedicated to providing comprehensive support and resources, therefore, fostering an inclusive and accessible learning environment. Moreover, their mission is to empower students with disabilities to achieve their academic and personal goals, promoting independence, and ensuring equal opportunities for success within the college community.
 </p>
 <p>
 The dedicated team at DRS understands that each student's needs are unique. Accordingly, they offer a wide range of services tailored to individual requirements. These services are designed to create a level playing field, allowing students with disabilities to thrive academically. These resources are available to anyone, therefore, encouraging a diverse student body.
 </p>
 <p>
 Furthermore, the offerings at <a href=""https://www.gccaz.edu/disability-services"">Disability Resources and Services (DRS)</a> go beyond simply providing accommodations. Additionally, the team strives to be a partner in each student's educational journey, from the initial application process through graduation. In short, DRS provides assistive technology, academic advising, and advocacy to support students every step of the way. Therefore, this holistic approach is key to creating a supportive environment where students feel valued and empowered. Consequently, students are better equipped to reach their full potential, regardless of their disability.
 </p>
 <p>
 The vision of Disability Resources and Services (DRS) is to be a leader in providing exemplary services. Therefore, the team works tirelessly to ensure all students have access to the resources and support they need. This dedication to accessibility and inclusivity reflects Glendale Community College's commitment to diversity and student success. Consequently, DRS is a cornerstone of the college's mission.
 </p>
 <p>
 The team is reachable by phone at 623-845-3080 or via email at drsfrontdesk@gccaz.edu.
 </p>
 <p>
 Learn more at <a rel=""noopener"" href=""https://www.gccaz.edu/disability-services"">https://www.gccaz.edu/disability-services</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
 </p>
</section>
","Discover Disability Resources and Services at Glendale Community College, providing support for students with disabilities in Glendale, Arizona. We are committed to fostering an inclusive environment for students with low vision. Contact us at 623-845-3080 or drsfrontdesk@gccaz.edu.
",Education,https://www.gccaz.edu/disability-services,,drsfrontdesk@gccaz.edu,623-845-3080,6000 West Olive,,Glendale,Arizona,85302,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Glendale Community College,Glendale,Arizona,AZ",2,"Glendale, Arizona"
,Disability Resources and Services - Maricopa County Community College District,"<section>
  <h3>Empowering Students Through Disability Resources and Services</h3>
  <p>
    The mission of <a href=""https://www.maricopa.edu/students/student-support/disability-resources-services"" rel=""noopener"">Disability Resources and Services</a> is to provide comprehensive support to students with disabilities. Therefore, the aim is to foster an inclusive and accessible learning environment throughout the Maricopa County Community College District. In addition to promoting equal opportunities, the organization strives to empower students to achieve their academic and personal goals. The vision is to be a leader in providing exceptional resources and services for students with disabilities, thus ensuring their success in higher education.
  </p>
  <p>
    Moreover, the organization offers a range of services. Consequently, these services help students navigate the challenges they face in their academic pursuits. These offerings are carefully designed to address the diverse needs of students with various disabilities. Besides, the focus is on removing barriers and promoting self-advocacy.
  </p>
  <p>
    Consequently, the organization's approach is centered on student empowerment and independence. Furthermore, it provides individualized support, including accommodations, assistive technologies, and academic advising. In addition to these direct services, Disability Resources and Services engages in advocacy and education. Consequently, they seek to raise awareness of disability-related issues within the college community. Because of this, they strive to foster a culture of inclusivity and understanding.
  </p>
  <p>
    In addition, through collaboration with faculty, staff, and external partners, Disability Resources and Services ensures that students receive the support they need. As a result, they can thrive in their educational endeavors. Therefore, the goal is to create a welcoming environment. Furthermore, this environment encourages students to achieve their fullest potential.
  </p>
</section>
<p>Learn more at <a href=""https://www.maricopa.edu/students/student-support/disability-resources-services"" rel=""noopener"">https://www.maricopa.edu/students/student-support/disability-resources-services</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.</p>
","Disability Resources and Services at Maricopa County Community College District supports people with low vision and those who are blind. We offer resources and services to enhance educational access and promote independence. Contact us for support.
",Education,https://www.maricopa.edu/students/student-support/disability-resources-services,,drs.general@memo.maricopa.edu,480.731.8000,2411 West 14th Street,,Tempe,Arizona,85281,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Maricopa County Community College District,Tempe,Arizona,AZ",2,"Tempe, Arizona"
,Disability Resources and Services - Mesa Community College - Red Mountain Campus,"<section>
    <h3>Accessibility and Support at Mesa Community College: A Guide to Disability Resources and Services</h3>
    <p>
        At Mesa Community College, the commitment is to foster an inclusive environment for all students. Consequently, <a href=""https://www.mesacc.edu/disability-services"" rel=""noopener"">Disability Resources and Services</a> is dedicated to providing comprehensive support and resources to students with disabilities. This support ensures equal access to educational opportunities and promotes academic success. The team understands the diverse needs of its students. As a result, they strive to create a welcoming and supportive atmosphere where every student can thrive.
    </p>

    <p>
        Moreover, the primary focus of <a href=""https://www.mesacc.edu/disability-services"" rel=""noopener"">Disability Resources and Services</a> is to facilitate access to education for students with disabilities. This involves a range of services designed to accommodate different needs. Similarly, the staff works diligently to determine reasonable accommodations and provide assistive technologies. They collaborate with faculty to implement effective strategies and promote a barrier-free learning experience. The organization’s goal is to empower students to reach their full potential academically.
    </p>

    <p>
        Therefore, whether a student requires assistance with classroom accommodations, alternative testing arrangements, or access to specialized equipment, <a href=""https://www.mesacc.edu/disability-services"" rel=""noopener"">Disability Resources and Services</a> is there. In addition, the resources extend beyond academics. The team also offers guidance in connecting students with campus and community resources. To be more specific, the objective is to help students navigate college life successfully and achieve their educational goals. Students can reach out to the DRS team via email at drsfrontdesk@mesacc.edu or by calling 480-654-7771.
    </p>
    <p>
        Ultimately, the goal is to remove barriers and promote an inclusive educational environment. By offering a wide range of services and accommodations, the team supports students throughout their academic journey. Moreover, the organization is continually working to enhance its offerings and create a campus environment that is truly accessible.
    </p>

    <p>
        Learn more at <a href=""https://www.mesacc.edu/disability-services"" rel=""noopener"">https://www.mesacc.edu/disability-services</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
    </p>
</section>
","Disability Resources and Services at Mesa Community College supports people with low vision. We offer resources and assistance to promote educational success. Contact us to learn more about our services and how we can help you achieve your goals.
",Education,https://www.mesacc.edu/disability-services,,drsfrontdesk@mesacc.edu,480-654-7771,7110 E Mckellips Rd,,Mesa,Arizona,85207,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Mesa Community College - Red Mountain Campus,Mesa,Arizona,AZ",2,"Mesa, Arizona"
,Disability Resources and Services - Mesa Community College - Southern & Dobson Campus,"<section>
  <h3>Disability Resources and Services at Mesa Community College: Empowering Students</h3>
  <p>
    At <a href=""https://www.mesacc.edu/disability-services"">Disability Resources and Services</a>, a key department at Mesa Community College, the primary focus is to provide comprehensive support to students with disabilities. Therefore, the organization works diligently to ensure equal access to educational opportunities. Furthermore, the team strives to foster an inclusive and accessible learning environment. The mission is to empower students to achieve their academic goals by providing resources and services tailored to their individual needs.
  </p>
  <p>
    Consequently, <a href=""https://www.mesacc.edu/disability-services"">Disability Resources and Services</a> assists students in navigating the challenges they might face in their studies. These services often include accommodations, assistive technologies, and academic advising. Besides academic support, the team also frequently acts as a liaison between students and faculty, promoting understanding and collaboration. In addition, the organization is committed to creating a welcoming space.
  </p>
  <p>
    Moreover, the vision of <a href=""https://www.mesacc.edu/disability-services"">Disability Resources and Services</a> is to cultivate an environment where every student, regardless of their ability, has the opportunity to excel. The aim is to break down barriers and promote independence and self-advocacy. Besides the direct student services, they offer training for faculty and staff. So, they can better support the needs of students with disabilities. Ultimately, the goal is to make sure everyone has equal access to education.
  </p>
  <p>
    In addition, Disability Resources and Services also works to ensure compliance with relevant legislation. As a result, it creates a framework for an inclusive campus. The team’s dedication to accessibility and support makes Mesa Community College an excellent place for students of all abilities. Therefore, if you are a student, or if you are interested in learning more, the website is a great place to start.
  </p>
  <p>
  Learn more at <a href=""https://www.mesacc.edu/disability-services"" rel=""noopener"">Disability Resources and Services</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
  </p>
</section>
","Disability Resources and Services at Mesa Community College supports students with low vision and those who are blind. We offer resources to promote academic success and equal access. Contact us to learn more about our services and how we can assist you.
",Education,https://www.mesacc.edu/disability-services,,drsfrontdesk@mesacc.edu,480-461-7447,1833 West Southern Ave,,Mesa,Arizona,85202,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Mesa Community College - Southern & Dobson Campus,Mesa,Arizona,AZ",2,"Mesa, Arizona"
,Disability Resources and Services - Paradise Valley Community College,"<section>
  <h3>Disability Resources and Services at Paradise Valley Community College: Empowering Students</h3>
  <p>At <a href=""https://www.paradisevalley.edu/students/disability-resources-and-services"" rel=""noopener"">Disability Resources and Services</a>, the mission is clear: to provide comprehensive support services to students with disabilities at Paradise Valley Community College in Phoenix, Arizona. Therefore, the primary focus is to foster an inclusive educational environment where all students can achieve their academic and personal goals. Moreover, the team is dedicated to promoting equal access, opportunity, and independence for students with a wide range of disabilities.</p>

  <p>Consequently, the offerings are designed to address the diverse needs of students. For example, services encompass accommodations, assistive technologies, and academic support. These accommodations are carefully tailored to individual needs, ensuring that each student has the resources necessary to succeed. Besides, the staff works closely with faculty and other campus departments to create a supportive and accessible learning environment. Hence, the commitment to student success is evident in every aspect of the organization.</p>

  <p>Furthermore, the vision is a community where every student feels valued, supported, and empowered. For that reason, the team encourages students to self-advocate and take an active role in their education. To that end, Disability Resources and Services at Paradise Valley Community College strives to be a leader in inclusive education. Also, it continuously evaluates its services to ensure they effectively meet the evolving needs of its students. In addition to this, the organization emphasizes collaboration and partnerships to enhance the overall student experience.</p>

  <p>Ultimately, Disability Resources and Services strives to eliminate barriers and empower students with disabilities. By offering a comprehensive range of support services, the organization plays a crucial role in promoting accessibility and inclusivity. Likewise, their dedication makes a positive impact on the lives of students, and the entire campus community. Additionally, the staff is reachable at drs@paradisevalley.edu or by phone at 602-787-7171 to answer any questions.</p>

  <p>Learn more at <a href=""https://www.paradisevalley.edu/students/disability-resources-and-services"" rel=""noopener"">Disability Resources and Services</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.</p>
</section>
","Disability Resources and Services at Paradise Valley Community College supports students with low vision and those who are blind. We provide resources and assistance to foster academic success and an inclusive learning environment. Contact us to learn more about how we can help you thrive.
",Education,https://www.paradisevalley.edu/students/disability-resources-and-services,,drs@paradisevalley.edu,602-787-7171,18401 N. 32nd Street,E-193,Phoenix,Arizona,85032,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Paradise Valley Community College,Phoenix,Arizona,AZ",2,"Phoenix, Arizona"
,Disability Resources and Services - Phoenix College,"<section>
  <h3>Accessibility Services Overview</h3>
  <p>
   <a href=""https://www.phoenixcollege.edu/current-students/student-support-services/disability-services"" rel=""noopener"">Disability Resources and Services - Phoenix College</a> is committed to fostering an inclusive and supportive learning environment for students with disabilities. Therefore, the institution provides a variety of services to address the diverse needs of students. These services are designed to promote academic success, ensuring that all students have an equal opportunity to thrive. Moreover, the team works diligently to remove barriers and provide reasonable accommodations. 
  </p>

  <p>
   However, the core mission focuses on empowering students with disabilities. The organization offers support through various accommodations and services. Hence, the goal is to create a pathway where every student can reach their full potential. Furthermore, the aim is to make sure students feel welcome and supported. Also, the institution strives to accommodate the needs of each individual student.
  </p>

  <p>
   Consequently, the services are designed to remove obstacles. Also, the services support access to educational opportunities for all students. In addition to providing accommodations, the team provides resources. Furthermore, the team encourages students to reach out. Thus, students receive assistance with navigating college life. Finally, these services include adaptive technology, academic support, and advocacy. Therefore, Disability Resources and Services - Phoenix College strives to provide services to support and assist students.
  </p>

  <p>
   Also, Disability Resources and Services - Phoenix College helps students with a wide range of disabilities. The team aims to make sure each student gets the resources needed to succeed. The institution also provides a safe and inclusive environment where all students feel respected and valued. In addition, the team fosters partnerships with faculty and staff. As a result, the institution creates a collaborative environment.
  </p>
  <p>
   The institution also promotes awareness. Furthermore, the team advocates for the rights of students with disabilities. Consequently, this reinforces the institution’s commitment. However, the organization’s core values highlight inclusivity, support, and empowerment. As a result, students find a place to flourish.
  </p>
  <p>
  Learn more at https://www.phoenixcollege.edu/current-students/student-support-services/disability-services and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
  </p>
</section>
","Disability Resources and Services at Phoenix College supports students with low vision and those who are blind. We provide resources, accommodations, and assistance to ensure academic success. Contact us to learn more about our services and how we can help you thrive.
",Education,https://www.phoenixcollege.edu/current-students/student-support-services/disability-services,,drs@phoenixcollege.edu,602-285-7477,1202 W Thomas Road,,Phoenix,Arizona,85013,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Phoenix College,Phoenix,Arizona,AZ",2,"Phoenix, Arizona"
,Disability Resources and Services - Rio Salado College,"<section>
 
 <h3>Disability Services at Rio Salado College</h3>
 
 <p>
 The mission of <a rel=""noopener"" href=""https://www.riosalado.edu/student-resources/disability-services"">Rio Salado College</a> is to ensure accessible education for all students, therefore the college offers comprehensive Disability Services. Consequently, the college promotes an inclusive learning environment by providing resources and accommodations to students with documented disabilities. Rio Salado College believes in fostering equal opportunity for every student. Specifically, the services are designed to support students throughout their academic journey. These services are provided at no cost to qualifying students, therefore reducing financial barriers to access education.
 </p>
 
 <p>
 In addition to this commitment, <a rel=""noopener"" href=""https://www.riosalado.edu/student-resources/disability-services"">Rio Salado College</a> provides a range of accommodations. These may include, but are not limited to, sign language interpreters, alternative format texts, and extended time for tests. Every request is evaluated on a case-by-case basis, therefore, accommodations are tailored to the individual’s needs. The college’s goal is to empower students to reach their full potential, so the Disability Services department is dedicated to providing support and resources that remove barriers to learning.
 </p>
 
 <p>
 To be eligible for services, the student needs to meet the admissions requirements, or be enrolled as a student of Maricopa County Community College District. Subsequently, students are encouraged to provide documentation outlining their disability. To request services, students will need to complete the online DRS Connect application. Then, they must upload the necessary documentation. Rio Salado College's Disability Services is committed to supporting students. Furthermore, the team is readily available to answer any questions via email or phone. Moreover, these services underscore the institution's dedication to inclusivity.
 </p>
 
 </section>
 
 <p>Learn more at <a rel=""noopener"" href=""https://www.riosalado.edu/student-resources/disability-services"">Rio Salado College</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.</p>
","Rio Salado College's Disability Services provides resources to support students with disabilities. They offer accommodations like sign language interpreters and extended test time. The organization strives to promote accessible learning for those who are blind and those with low vision.
",Education,https://www.riosalado.edu/student-resources/disability-services,,Disability.Services@riosalado.edu,480-517-8797,2323 West 14th Street,,Tempe,Arizona,85281,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Rio Salado College,Tempe,Arizona,AZ",2,"Tempe, Arizona"
,Disability Resources and Services - Scottsdale Community College,"<section>
    <h3>Empowering Students: Disability Resources and Services at Scottsdale Community College</h3>
    <p>At <a href=""https://www.scottsdalecc.edu/students/disability-services"" rel=""noopener"">Disability Resources and Services - Scottsdale Community College</a>, the primary focus is supporting students with disabilities. Moreover, the organization is dedicated to providing comprehensive resources and accommodations. Therefore, students can pursue their educational goals without barriers. The mission centers around fostering an inclusive and accessible learning environment. Additionally, it ensures equal opportunities for all students. Consequently, this allows students with visual impairments to thrive academically.</p>

    <p>Consequently, Disability Resources and Services - Scottsdale Community College recognizes the diverse needs of its student body. Indeed, the team works diligently to provide individualized support. Furthermore, the goal is to empower students. Consequently, services are designed to promote independence and self-advocacy. Besides that, the staff is composed of knowledgeable and compassionate professionals. Therefore, they are committed to ensuring that every student can succeed. Through tailored support, students are encouraged to reach their full potential.</p>

    <p>Therefore, the organization offers a wide array of services. Subsequently, these services are aimed at assisting students with various disabilities. Similarly, accommodations may include assistive technologies, alternative testing formats, and note-taking assistance. However, beyond these specific services, Disability Resources and Services - Scottsdale Community College aims to foster a community. In other words, it's a space where students feel welcomed and supported. Specifically, this community emphasizes collaboration. As a result, the organization works closely with faculty. Indeed, this helps create an understanding and supportive academic atmosphere. Additionally, this allows for the provision of effective accommodations.</p>

    <p>Furthermore, through their commitment, Disability Resources and Services - Scottsdale Community College ensures that students with disabilities have the resources. Moreover, they have the support necessary to achieve their academic and personal goals. Consequently, the team believes in the potential of every student. Therefore, they strive to create an environment where all individuals can thrive. Finally, by promoting inclusivity and accessibility, the organization makes a significant positive impact on the lives of its students. Learn more at https://www.scottsdalecc.edu/students/disability-services and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.</p>
</section>
","Scottsdale Community College's Disability Resources and Services supports students with low vision and blindness. We are committed to fostering an inclusive environment by providing resources and accommodations to ensure academic success. Contact us to learn how we can assist you.
",Education,https://www.scottsdalecc.edu/students/disability-services,,drs@scottsdalecc.edu,480-423-6517,9000 East Chaparral Rd,,Scottsdale,Arizona,85256,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - Scottsdale Community College,Scottsdale,Arizona,AZ",2,"Scottsdale, Arizona"
,Disability Resources and Services - South Mountain Community College,"<section>
 <h3>SEO-Optimized Description for Disability Resources and Services</h3>
 <p>
 Providing comprehensive support, <a href=""https://www.southmountaincc.edu/become-student/disability-resources"" rel=""noopener"">Disability Resources and Services</a> at South Mountain Community College is dedicated to empowering students with disabilities in Phoenix, Arizona. The mission is to foster an inclusive and accessible learning environment, where every student has the opportunity to thrive academically and personally. Therefore, this resource ensures equal access to education, promoting independence and success for all students. The vision is to be a leading resource for students with disabilities, recognized for exceptional support services and a commitment to fostering a welcoming and accessible campus environment.
 </p>

 <p>
 Furthermore, the offerings of Disability Resources and Services are designed to meet diverse needs. Consequently, the organization provides accommodations, assistive technologies, and academic support services. Students also benefit from individualized counseling, guidance, and advocacy. Moreover, the services are available to help students navigate the challenges of college life and achieve their academic goals. The team at Disability Resources and Services works in partnership with faculty and staff to create a supportive learning environment, ensuring compliance with accessibility standards, promoting awareness, and educating the community. The organization also strives to build a community of support where students can connect, share experiences, and encourage one another.
 </p>

 <p>
 Consequently, this approach reflects a deep understanding of the unique challenges and needs of students with disabilities. Thus, through individualized support and advocacy, Disability Resources and Services supports student success. Moreover, Disability Resources and Services offers a variety of resources. For example, the provision of assistive technology, academic advising, and accommodations for students with disabilities. These services are essential, assisting students in overcoming barriers and succeeding in their educational pursuits. The commitment of Disability Resources and Services goes beyond providing support, extending to promote independence, self-advocacy, and a welcoming atmosphere.
 </p>

 <p>
 Ultimately, Disability Resources and Services strives to create a truly inclusive campus community. In essence, the team believes every student can achieve academic success, regardless of their individual circumstances. The team understands the importance of removing barriers and promoting equal opportunities for all students, enabling them to participate fully in campus life. The team is available by phone at 602-243-8395 or by email at drs@southmountaincc.edu, so students can easily reach out for assistance.
 </p>
 <p>
 Learn more at <a href=""https://www.southmountaincc.edu/become-student/disability-resources"" rel=""noopener"">https://www.southmountaincc.edu/become-student/disability-resources</a> and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
 </p>
</section>
","Find support at Disability Resources and Services at South Mountain Community College in Phoenix, Arizona. We empower students with low vision and those who are blind by providing resources for academic success. Contact us at 602-243-8395 or drs@southmountaincc.edu.
",Education,https://www.southmountaincc.edu/become-student/disability-resources,,drs@southmountaincc.edu,602-243-8395,7050 S 24th St,SES Building Room 163,Phoenix,Arizona,85042,USA,North America,America/Phoenix,,,,,,,,,,,,,,,,,,,,,,,"Disability Resources and Services - South Mountain Community College,Phoenix,Arizona,AZ",2,"Phoenix, Arizona"
,Disability Rights Arizona - Tucson,"<section>
  <h3>Empowering the Visually Impaired: An Overview of Disability Rights Arizona</h3>
  <p>
    Are you seeking legal assistance related to disabilities? <a rel=""noopener"" href=""https://www.azdisabilitylaw.org/"">Disability Rights Arizona</a> is a non-profit law firm dedicated to protecting and advancing the rights of individuals with disabilities in Arizona. Therefore, the organization's mission is to assist people with disabilities to promote and protect their legal rights to independence, justice, and equality. Consequently, their vision is a society where people with disabilities are fully accepted without barriers.
  </p>
  <p>
    Furthermore, Disability Rights Arizona provides a wide array of services. They offer free legal services to individuals facing discrimination, abuse, or neglect. The website also serves as a comprehensive resource hub, providing information on various topics such as accessibility, employment, healthcare, and housing. Additionally, users can easily access these resources and find answers to common questions through the website's search function.
  </p>
  <p>
    Moreover, if you need help, Disability Rights Arizona encourages you to apply for assistance. The website offers an easy-to-use online intake form. The staff creates many resources for self-advocacy, which has been developed with the expertise of Disability Rights Arizona's staff. Because of this, the organization strives to make the application process and access to resources as streamlined as possible.
  </p>
  <p>
   Subsequently, the organization provides the visually impaired community with legal advocacy and educational tools. In addition, Disability Rights Arizona is committed to empowering individuals with disabilities to understand and exercise their legal rights. Therefore, the website is an essential resource for those seeking support and information, especially for Arizona's visually impaired residents.
  </p>
  <p>
   Therefore, it is safe to say that Disability Rights Arizona is a committed firm. Furthermore, the organization provides a great service, helping those in need. Learn more at https://www.azdisabilitylaw.org/ and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"">Eye Spy directory</a>.
  </p>
</section>
","Disability Rights Arizona provides legal aid and advocacy for people with disabilities. DRAZ's mission is to protect and promote legal rights related to independence, justice, and equality. Find resources, apply for assistance, and stay informed about their work.
","Advocacy,Nonprofit",https://www.azdisabilitylaw.org/,,center@disabilityrightsaz.org,520-327-9547,4539 E. Ft. Lowell Rd.,,Tucson,Arizona,85712,USA,North America,America/Phoenix,23-7408586,,,,,,,https://www.facebook.com/disabilityrightsaz/,https://www.youtube.com/channel/UCBAJ8Dn00GP_e-FC_9LwJ-g,,https://twitter.com/DRightsArizona,,,,,https://www.guidestar.org/profile/23-7408586,,https://projects.propublica.org/nonprofits/organizations/237408586,,,,,"Disability Rights Arizona - Tucson,Tucson,Arizona,AZ",2,"Tucson, Arizona"
,Disability Rights Arizona - Phoenix,"
<section>
  <h3>Empowering Arizonans with Disabilities: A Comprehensive Overview of Disability Rights Arizona</h3>
  <p>
  <a href=""https://www.azdisabilitylaw.org/"">Disability Rights Arizona</a>, a Phoenix-based organization, stands as a steadfast advocate for individuals with disabilities throughout Arizona. The mission of Disability Rights Arizona is to empower and protect the legal rights of these individuals, fostering independence, justice, and equality within the community. Furthermore, the organization envisions a society without barriers, where individuals with disabilities are fully accepted and can thrive.
  </p>
  <p>
  Therefore, Disability Rights Arizona actively offers legal services, resources, and assistance to people with various disabilities, including those with physical, mental, sensory, and cognitive challenges. In addition, the organization also provides extensive resources on various disability-related topics. These resources include factsheets, brochures, self-advocacy guides, and videos in various languages. Because of this comprehensive approach, the organization provides support, advocacy, and up-to-date legal information to empower individuals with disabilities.
  </p>
  <p>
  Disability Rights Arizona focuses on diverse aspects of disability rights. They provide support in areas such as abuse and neglect, accessibility assistance, education, employment, healthcare, fair housing, mental health, and more. In addition to legal help, the website also provides detailed information on how to apply for assistance. Moreover, the website also features recent news, press releases, and upcoming events. The website offers accessible resources, and the content provided is often available in multiple formats, including American Sign Language and plain language.
  </p>
  <p>
  As a result, Disability Rights Arizona plays a pivotal role in advocating for the rights of people with disabilities. Moreover, the organization also helps to address critical issues. If you are an individual with a disability facing legal challenges, you can apply for assistance. Consequently, the organization is a vital resource for all people with disabilities.
  </p>
  <p>
  Learn more at https://www.azdisabilitylaw.org/ and explore other vision-focused resources at the <a href=""https://eyespy.org/resources/"" rel=""noopener"">Eye Spy directory</a>.
  </p>
</section>
","Protecting the rights of people with disabilities in Arizona is the mission of Disability Rights Arizona. DRAZ offers resources, legal assistance, and advocates for those with a wide range of disabilities. Get help, apply for assistance, and find resources on their website.
","Advocacy,Nonprofit",https://www.azdisabilitylaw.org/,,center@disabilityrightsaz.org,600-274-6287,5025 E. Washington St.,Suite 202,Phoenix,Arizona,85034,USA,North America,America/Phoenix,23-7408586,,,,,,,https://www.facebook.com/disabilityrightsaz/,https://www.youtube.com/channel/UCBAJ8Dn00GP_e-FC_9LwJ-g,,https://twitter.com/DRightsArizona,,,,,https://www.guidestar.org/profile/23-7408586,,https://projects.propublica.org/nonprofits/organizations/237408586,,,,,"Disability Rights Arizona - Phoenix,Phoenix,Arizona,AZ",2,"Phoenix, Arizona"
